dia,week_day,mes,Horacerr,mun,calle,cruce,Colonia,tipo_acc,causa,tipo_auto,sexo,edad,marca_mal,marca_bien,submarca,modelo,ruta,cinturon,alcohol,monto,herido,Consec,conse_g,conse_m,conse_sem,Id,x,y,_merge,lat,long,,,,,
9,domingo,junio,14:01 A 16:00,zapopan,PERIFERICO,CORPEÑA AV,VICTOR HUGO,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,HONDA,HONDA,CIVIC,2002,,2,,,,1265,1274,1339,22211,2277,672868.7861,2292761.41,matched (3),,,,,,,
19,miercoles,junio,06:01 A 08:00,zapopan,PERIFERICO,ALCALDE AV,VICTOR HUGO,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,GM,GENERAL MOTORS,CHEVY,2008,,2,,,,2694,2710,2762,23630,2278,672469.3694,2292920.145,matched (3),,,,,,,
25,martes,junio,18:01 A 20:00,zapopan,PERIFERICO,EXPERIENCIA,VICTOR HUGO,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,30 A 39,FORD,FORD,F-150,1999,,2,,,,3220,3230,3278,24146,2279,,,master only (1),,,,,,,
26,miercoles,junio,14:01 A 16:00,zapopan,PERIFERICO,BENITO JUAREZ COL VICTOR HUGO,VICTOR HUGO,CONTRA OBJETO FIJO,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,HONDA,HONDA,CIVIC,2002,,2,,,,3287,3298,3346,24214,2280,672626.8382,2292835.873,matched (3),,,,,,,
27,jueves,junio,20:01 A 22:00,zapopan,ALCALDE AV,FRANCISCO VILLA COL VICTOR HUGO,VICTOR HUGO,CHOQUE,SIN ELEMENTOS,TAXI,masculino,20 A 29,NISSAN,NISSAN,TSURU,2011,N.D.,2,,,,3385,3396,3444,24311,2281,672299.0448,2292616.039,matched (3),,,,,,,
29,sabado,junio,20:01 A 22:00,zapopan,PERIFERICO,ALCALDE AV,VICTOR HUGO,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,femenino,30 A 39,KIA,KIA,SORENTO,2017,,2,,,,3584,3595,3641,24504,2282,672466.1064,2292920.039,matched (3),,,,,,,
26,miercoles,junio,18:01 A 20:00,zapopan,PERIFERICO,EL COLLI AV,VILLA DE OTERO DE GUADALUPE,CHOQUE,SIN ELEMENTOS,CAMION DE CARGA,N.D,N.D,NISSAN,NISSAN,ESTACAS,2009,,2,,,,3263,3274,3322,24190,2283,662151.9777,2284042.072,matched (3),,,,,,,
2,sabado,febrero,18:01 A 20:00,zapopan,NARANJA,PERA,VILLA DE TESISTAN,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,30 A 39,CHEVROLET,CHEVROLET,TORNADO,N.D.,,N.D.,,,,,349,508,4524,2284,657662.5539,2302395.159,matched (3),,,,,,,
14,viernes,junio,10:01 A 12:00,zapopan,PATRIA AV,PABLO NERUDA,VILLA UNIVERSITARIA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,20 A 29,FORD,FORD,PICKUP,1983,,1,,,,1990,2004,2062,22934,2285,665065.984,2288842.216,matched (3),,,,,,,
30,martes,abril,08:01 A 10:00,zapopan,JOSE PARRES ARIAS,VENUSTIANO CARRANZA ZAP,VILLAS BELENES,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,60 A 69,CHEVROLET,CHEVROLET,MONZA,1999,,1,,,,,3319,3442,16191,2286,668371.9468,2293454.962,matched (3),,,,,,,
10,domingo,febrero,20:01 A 22:00,zapopan,CARRETERA A SALTILLO,CASIANO TORRES,VILLAS DE GUADALUPE,CHOQUE,NO GUARDAR DISTANCIA DE SEGURIDAD,TRANSPORTE PUBLICO,masculino,40 A 49,DINA,CAMION,DINA,2015,231,,,,,,52,93,4109,2287,672498.0662,2296059.394,matched (3),,,,,,,
28,domingo,abril,06:01 A 08:00,zapopan,CARRETERA A SALTILLO,SAN PEDRO COL VILLAS DE GUADALUPE,VILLAS DE GUADALUPE,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,masculino,30 A 39,GENERAL MOTORS,GENERAL MOTORS,ASTRO,1995,,2,,,,,3072,3210,15959,2288,672517.2362,2295349.557,matched (3),,,,,,,
23,miercoles,enero,12:01 A 14:00,zapopan,DE LAS CALANDRIAS AV,BELEN COL VILLAS DE LA LOMA,VILLAS DE LA LOMA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,VALIANT,CHRYSLER,SEDAN,1970,,2,,,,2510,2526,2658,2656,2289,661418.0918,2298462.755,matched (3),,,,,,,
29,sabado,junio,14:01 A 16:00,zapopan,CARRETERA A COLOTLAN,CARRETERA A TESISTAN,VILLAS DE LA LOMA,CONTRA OBJETO FIJO,SIN ELEMENTOS,SIN DATOS,N.D,N.D,SIN DATOS,N.D.,SIN DATOS,N.D.,,,,,,3583,3594,3640,24503,2290,659991.9323,2298745.088,matched (3),,,,,,,
14,jueves,febrero,06:01 A 08:00,zapopan,DE LAS TORRES AV COL EL VERGEL ZAP,JOSE PARRES ARIAS,VILLAS DE LOS BELENES,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,40 A 49,DODGE,DODGE,DAKOTA,2012,,2,,,,,2005,2159,6175,2291,669018.5805,2294791.189,matched (3),,,,,,,
23,martes,abril,20:01 A 22:00,zapopan,SAN ISIDRO AV,INDUSTRIA DE LA CONSTRUCCION,VILLAS DE ZAPOPAN,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,masculino,60 A 69,FORD,FORD,ESCAPE,2005,,2,,,,,2512,2662,15411,2292,668012.1108,2295105.64,matched (3),,,,,,,
1,sabado,junio,06:01 A 08:00,zapopan,SAN ISIDRO AV,LA GRANA,VILLAS DE ZAPOPAN,CHOQUE,SIN ELEMENTOS,SIN DATOS,N.D,N.D,SIN DATOS,N.D.,SIN DATOS,N.D.,,2,,,,60,60,132,21016,2293,668054.036,2294923.428,matched (3),,,,,,,
20,jueves,junio,06:01 A 08:00,zapopan,PERIFERICO,PINO SUAREZ ZAP,VILLAS DE ZAPOPAN,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,40 A 49,FORD,FORD,RANGER,1999,,1,,,,2771,2787,2835,23703,2294,667902.9703,2294246.468,matched (3),,,,,,,
23,miercoles,enero,08:01 A 10:00,zapopan,RIO BLANCO AV,PASEO DE LAS AVES,VILLAS DEL MIRADOR,CHOQUE,VIRAR  INDEBIDAMENTE,AUTOMOVIL,masculino,30 A 39,MAZDA,MAZDA,CX5,2018,,,,11126,,,99,3975,3973,2295,667651.5073,2296453.36,matched (3),,,,,,,
22,martes,enero,12:01 A 14:00,zapopan,LAGO GINEBRA,SAN JORGE COL SEATTLE,VILLAS SAN JORGE,CHOQUE,NO GUARDAR DISTANCIA DE SEGURIDAD,AUTOMOVIL,masculino,50 A 59,FORD,FORD,FIGO,2016,,,,0,,,91,3967,3965,2296,669240.7574,2291509.877,matched (3),,,,,,,
15,lunes,abril,20:01 A 22:00,zapopan,NACIONES UNIDAS AV,PASEO DE LOS VIRREYES BLV,VIRREYES,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,40 A 49,KIA,KIA,FORTE,2019,,2,,,,,1837,1998,14747,2297,662487.9296,2289006.138,matched (3),,,,,,,
15,lunes,abril,12:01 A 14:00,zapopan,LAURELES AV,JOSE PARRES ARIAS,ZAPOPAN CENTRO,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,30 A 39,L.T.D.,FORD,FORD,1980,,1,,,,,1788,1949,14698,2298,667625.4048,2292985.306,matched (3),,,,,,,
24,miercoles,abril,14:01 A 16:00,zapopan,HIDALGO AV ZAP,LAURELES AV,ZAPOPAN CENTRO,CHOQUE,SIN ELEMENTOS,TRANSPORTE PUBLICO,masculino,20 A 29,DINO,CAMION,CONTROL,2010,N.D.,2,,,,,2604,2751,15500,2299,667909.2973,2292112.131,matched (3),,,,,,,
11,viernes,enero,10:01 A 12:00,zapopan,IGNACIO ALLENDE ZAP,MELCHOR OCAMPO ZAP,,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,NISSAN,NISSAN,TSURU,1991,,2,,,herido,1072,1079,1240,1238,2300,662471.9399,2283845.551,matched (3),,,,,,,
17,jueves,enero,04:01 A 06:00,zapopan,PERIFERICO,LA GRANA,,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,RENAUL,RENAULT,CLIO,2007,,2,,,,1664,1675,1827,1825,2301,668366.9075,2294169.55,matched (3),,,,,,,
23,miercoles,enero,16:01 A 18:00,zapopan,PATRIA AV,PASEO DE LOS ROBLES,,CHOQUE,SIN ELEMENTOS,TAXI,masculino,30 A 39,NISSAN,NISSAN,TSURU,1992,N.D.,1,,,,2543,2559,2691,2689,2302,664981.146,2289639.183,matched (3),,,,,,,
21,lunes,enero,08:01 A 10:00,zapopan,PERIFERICO,ACUEDUCTO AV ZAP,,CHOQUE,VIRAR  INDEBIDAMENTE,AUTOMOVIL,femenino,20 A 29,NISSAN,NISSAN,SD,2008,,,,13325,,,139,4015,4013,2303,664647.2461,2292489.112,matched (3),,,,,,,
31,jueves,enero,12:01 A 14:00,zapopan,GUADALUPE AV,MARIANO OTERO AV,,CHOQUE,VIRAR  INDEBIDAMENTE,CAMIONETA DE PASAJEROS,masculino,30 A 39,KIA,KIA,SPARTAGE,2018,,,,9978,,,141,4017,4015,2304,660360.7464,2281627.026,matched (3),,,,,,,
7,jueves,febrero,22:01 A 24:00,zapopan,DE LAS TORRES AV COL EL VERGEL ZAP,JOSE PARRES ARIAS,,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,30 A 39,CHEVROLET,CHEVROLET,CHEVY,1998,,1,,,,,1041,1200,5216,2305,669019.3551,2294793.504,matched (3),,,,,,,
18,lunes,febrero,22:01 A 24:00,zapopan,RIO TARAY,RIO TIBER,,CONTRA OBJETO FIJO,SIN ELEMENTOS,CAMION DE CARGA,masculino,30 A 39,NAVISTAR,CAMION,CHASIS,1969,,2,,,,,2786,2935,6951,2306,661124.4619,2306256.546,matched (3),,,,,,,
4,lunes,febrero,12:01 A 14:00,zapopan,DEL SERVIDOR PUBLICO CALZ,SANTA MARGARITA,,CHOQUE,VIRAR  INDEBIDAMENTE,AUTOMOVIL,masculino,30 A 39,VW,VOLKSWAGEN,POINTER,2005,,,,,,,9,4344,8360,2307,663377.6629,2293051.171,matched (3),,,,,,,
3,domingo,febrero,08:01 A 10:00,zapopan,CANTERA ,RUBI,,CHOQUE,VIRAR  INDEBIDAMENTE,CAMIONETA DE PASAJEROS,femenino,30 A 39,TOYOTA ,TOYOTA ,YARIS,2010,,,,,,,11,4346,8362,2308,,,master only (1),,,,,,,
2,sabado,febrero,04:01 A 06:00,zapopan,PERIFERICO,PINO SUAREZ ZAP,,CHOQUE,VEHICULO EN REVERSA,CAMIONETA DE PASAJEROS,femenino,30 A 39,TOYOTA ,TOYOTA ,YARIS,2017,,,,,,,13,4348,8364,2309,667899.2266,2294229.126,matched (3),,,,,,,
5,martes,febrero,18:01 A 20:00,zapopan,CANTERA ,FRENTE AL 123,,CONTRA VEHICULO ESTACIONADO,VIRAR  INDEBIDAMENTE,AUTOMOVIL,masculino,40 A 49,CHEVROLET,CHEVROLET,SPARK,2019,,,,6200,,,19,4352,8368,2310,,,master only (1),,,,,,,
5,martes,febrero,10:01 A 12:00,zapopan,PERIFERICO,TABACHINES AV,,CHOQUE,VIRAR  INDEBIDAMENTE,AUTOMOVIL,femenino,60 A 69,FORD,FORD,ESCORT,2015,,,,15000,,,23,4356,8372,2311,670649.8105,2293543.211,matched (3),,,,,,,
7,jueves,febrero,20:01 A 22:00,zapopan,PERIFERICO,PUENTE DEL TUTELAR,,CHOQUE,VIRAR  INDEBIDAMENTE,AUTOMOVIL,femenino,30 A 39,NISSAN,NISSAN,SIN DATOS,2017,,,,17350,,,31,4364,8380,2312,662394.2817,2283437.829,matched (3),,,,,,,
11,lunes,febrero,N.D,zapopan,PERIFERICO,VOLCAN QUINCEO,,CHOQUE,NO GUARDAR DISTANCIA DE SEGURIDAD,TAXI,masculino,30 A 39,NISSAN,NISSAN,TSURU,2018,,,,14053,,,35,4368,8384,2313,662359.1323,2283410.076,matched (3),,,,,,,
9,sabado,febrero,22:01 A 24:00,zapopan,LOPEZ MATEOS AV,NICOLAS COPERNICO AV,,CHOQUE,VIRAR  INDEBIDAMENTE,CAMIONETA DE PASAJEROS,femenino,30 A 39,TOYOTA ,TOYOTA ,RAV,2008,,,,22740,,,43,4376,8392,2314,664004.087,2282435.172,matched (3),,,,,,,
7,jueves,febrero,18:01 A 20:00,zapopan,NOCHE BUENA,MIGUEL DE LA MADRID,,CONTRA VEHICULO ESTACIONADO,VIRAR  INDEBIDAMENTE,AUTOMOVIL,femenino,30 A 39,GMC,GENERAL MOTORS,BEAT,2018,,,,,,,45,4378,8394,2315,659186.6837,2282995.258,matched (3),,,,,,,
4,lunes,febrero,10:01 A 12:00,zapopan,CARRETERA A TESISTAN,BASE AEREA MILITAR AV,,CHOQUE,NO GUARDAR DISTANCIA DE SEGURIDAD,AUTOMOVIL,femenino,30 A 39,SEAT,SEAT,IBIZA,2014,,,,4988,,,47,4380,8396,2316,662645.0905,2296714.641,matched (3),,,,,,,
10,domingo,febrero,20:01 A 22:00,zapopan,ACUEDUCTO AV ZAP,FEDERALISTAS AV COL JARDINES DEL VALLE,,CHOQUE,VIRAR  INDEBIDAMENTE,AUTOMOVIL,masculino,40 A 49,NISSAN,NISSAN,MARCH,2018,,,,18109.48,,,55,4388,8404,2317,663613.7505,2295149.484,matched (3),,,,,,,
12,martes,febrero,08:01 A 10:00,zapopan,CARRETERA A NOGALES,PASEO DE LOS FRESNOS,,CHOQUE,INVADIR CARRIL CONTRARIO,AUTOMOVIL,masculino,30 A 39,VW,VOLKSWAGEN,VENTO,2014,,,,89000,,,57,4390,8406,2318,653004.426,2292921.341,matched (3),,,,,,,
13,miercoles,febrero,12:01 A 14:00,zapopan,CARRETERA A SALTILLO,AGUA FRIA COL VILLAS DE GUADALUPE,,CHOQUE,VIRAR  INDEBIDAMENTE,MOTOCICLETA,masculino,60 A 69,KAWASAKI,KAWASAKI,VULCAN,2000,,,,5600,,,63,4396,8412,2319,672199.7445,2294808.211,matched (3),,,,,,,
13,miercoles,febrero,18:01 A 20:00,zapopan,MARIANO OTERO AV,GUARDIA NACIONAL,,CHOQUE,VIRAR  INDEBIDAMENTE,AUTOMOVIL,masculino,30 A 39,SEAT,SEAT,TOLEDO,2018,,,,10000,,,65,4398,8414,2320,659967.0975,2281447.681,matched (3),,,,,,,
20,miercoles,febrero,08:01 A 10:00,zapopan,VOLCAN ANTISANA,VOLCAN TOLIMAN,,CONTRA VEHICULO ESTACIONADO,VEHICULO EN REVERSA,CAMIONETA DE PASAJEROS,masculino,70 Y MAS,TOYOTA ,TOYOTA ,RAV 4,2006,,,,,,,81,4414,8430,2321,,,master only (1),,,,,,,
20,miercoles,febrero,12:01 A 14:00,zapopan,MARIANO OTERO AV,NICOLAS COPERNICO AV,,CHOQUE,VIRAR  INDEBIDAMENTE,CAMIONETA DE PASAJEROS,masculino,20 A 29,VW,VOLKSWAGEN,SPOTVAN,2009,,,,8400,,,89,4422,8438,2322,664008.8297,2282455.06,matched (3),,,,,,,
20,miercoles,febrero,10:01 A 12:00,zapopan,VALLARTA AV,MANUEL J CLOUTHIER,,CHOQUE,VIRAR  INDEBIDAMENTE,AUTOMOVIL,femenino,20 A 29,NISSAN,NISSAN,TIDA,2012,,,,11750,,,95,4428,8444,2323,665030.9319,2287150.127,matched (3),,,,,,,
24,domingo,febrero,14:01 A 16:00,zapopan,COPALITA AV,MARIPOSA COL COPALITA,,CHOQUE,VEHICULO EN REVERSA,TAXI,masculino,10 A 19,NISSAN,NISSAN,TSURU,2011,,,,3180,,,105,4438,8454,2324,662471.0348,2297354.486,matched (3),,,,,,,
23,sabado,febrero,04:01 A 06:00,zapopan,TESISTAN AV,ARCO DE LA ESTRELLA,,CHOQUE,VIRAR  INDEBIDAMENTE,AUTOMOVIL,femenino,30 A 39,NISSAN,NISSAN,VERSA,2013,,,,21100.4,,,111,4444,8460,2325,665220.958,2294113.013,matched (3),,,,,,,
22,viernes,febrero,06:01 A 08:00,zapopan,LOPEZ MATEOS AV,LAS FUENTES AV,,CHOQUE,VIRAR  INDEBIDAMENTE,MOTOCICLETA,masculino,20 A 29,ITALIKA,ITALIKA,MOTO,2017,,,,1920,,,117,4450,8466,2326,664326.155,2280964.381,matched (3),,,,,,,
25,lunes,febrero,08:01 A 10:00,zapopan,GUADALUPE AV,DURAZNO COL PARAISOS DEL COLLI,,CHOQUE,VIRAR  INDEBIDAMENTE,AUTOMOVIL,masculino,30 A 39,VW,VOLKSWAGEN,GOLF,2018,,,,60000,,,123,4456,8472,2327,661030.0622,2284558.832,matched (3),,,,,,,
27,miercoles,febrero,16:01 A 18:00,zapopan,PATRIA AV,VOLCAN POPOCATEPETL COL EL COLLI,,CHOQUE,NO GUARDAR DISTANCIA DE SEGURIDAD,CAMIONETA DE PASAJEROS,femenino,50 A 59,HONDA ,HONDA ,CRV,2018,,,,7540,,,129,4462,8478,2328,664596.1267,2283298.999,matched (3),,,,,,,
2,sabado,marzo,12:01 A 14:00,zapopan,JILGUEROS,RAMON PADILLA SANCHEZ,,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,VW,VOLKSWAGEN,JETA,2005,,,,,,143,144,301,8790,2329,654667.3223,2293503.612,matched (3),,,,,,,
7,jueves,marzo,08:01 A 10:00,zapopan,TESISTAN AV,TUZANIA AV,,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,20 A 29,MAZDA,MAZDA,3,2010,,,,,,825,821,969,9458,2330,,,master only (1),,,,,,,
9,sabado,marzo,20:01 A 22:00,zapopan,FUENTE CRISOLA,FUENTE GRANITO,,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,40 A 49,G. MOTORS,GENERAL MOTORS,SPARK,2015,,,,,,1058,1056,1204,9693,2331,,,master only (1),,,,,,,
11,lunes,marzo,02:01 A 04:00,zapopan,DE LAS ORQUIDEAS,HACIENDA DE LAS HORTENSIAS,,CHOQUE,SIN ELEMENTOS,TAXI,masculino,20 A 29,NISSAN,NISSAN,TSURU,1994,N.D.,,,,,1301,1301,1445,9934,2332,666945.1013,2296453.328,matched (3),,,,,,,
13,miercoles,marzo,12:01 A 14:00,zapopan,LOPEZ MATEOS AV,NONOALCO,,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,MAZDA,MAZDA,3,2008,,,,,,1585,1580,1719,10208,2333,,,master only (1),,,,,,,
30,sabado,marzo,18:01 A 20:00,zapopan,RIO BLANCO AV,BELLAVISTA,,CHOQUE,SIN ELEMENTOS,CAMION DE CARGA,masculino,30 A 39,INTERNATIONAL,INTERNATIONAL,ESTACAS,1964,,,,,,3842,3851,3956,12445,2334,657923.3591,2300108.157,matched (3),,,,,,,
1,viernes,marzo,08:01 A 10:00,zapopan,LOPEZ MATEOS AV,MARIANO OTERO AV,,CHOQUE,VIRAR  INDEBIDAMENTE,AUTOMOVIL,masculino,30 A 39,CHEVROLET,CHEVROLET,BEAT,2018,,,,,,,,4107,12596,2335,666105.8567,2283894.643,matched (3),,,,,,,
5,martes,marzo,14:01 A 16:00,zapopan,CARRETERA A TESISTAN,GUADALAJARA AV COL NUEVO MEXICO,,CHOQUE,VIRAR  INDEBIDAMENTE,AUTOMOVIL,femenino,40 A 49,FORD,FORD,FIESTA,2016,,,,,,,,4117,12606,2336,663262.9694,2296258.262,matched (3),,,,,,,
1,viernes,marzo,16:01 A 18:00,zapopan,CARRETERA A NOGALES,MANUEL GARCIA,,CHOQUE,NO GUARDAR DISTANCIA DE SEGURIDAD,AUTOMOVIL,masculino,70 Y MAS,NISSAN,NISSAN,ALTIMA,2014,,,,,,,,4119,12608,2337,651528.7228,2292691.623,matched (3),,,,,,,
5,martes,marzo,06:01 A 08:00,zapopan,FEDERALISMO CALZ,PATRIA AV,,CHOQUE,VIRAR  INDEBIDAMENTE,CAMIONETA DE PASAJEROS,femenino,30 A 39,TOYOTA,TOYOTA,YARIS,2016,,,,,,,,4123,12612,2338,671342.469,2291533.986,matched (3),,,,,,,
8,viernes,marzo,06:01 A 08:00,zapopan,PERIFERICO,ACUEDUCTO AV ZAP,,CHOQUE,VIRAR  INDEBIDAMENTE,AUTOMOVIL,masculino,20 A 29,NISSAN,NISSAN,VERSA,2016,,,,,,,,4137,12626,2339,664645.5196,2292487.653,matched (3),,,,,,,
9,sabado,marzo,02:01 A 04:00,zapopan,CHICHEN ITZA,TEOTIHUACAN,,CONTRA VEHICULO ESTACIONADO,VIRAR  INDEBIDAMENTE,AUTOMOVIL,masculino,30 A 39,NISSAN,NISSAN,VERSA,2017,,,,,,,,4143,12632,2340,663306.827,2281626.558,matched (3),,,,,,,
8,viernes,marzo,20:01 A 22:00,zapopan,CARRETERA A TESISTAN,FRENTE A WALMART,,CHOQUE,VIRAR  INDEBIDAMENTE,AUTOMOVIL,femenino,40 A 49,FORD,FORD,FIGO,2017,,,,,,,,4159,12648,2341,665529.6033,2294548.189,matched (3),,,,,,,
23,viernes,marzo,08:01 A 10:00,zapopan,PATRIA AV,LAGUNA DE PESCADORES,,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,40 A 49,VW,VOLKSWAGEN,VENTO,2018,,,,,,,,4213,12702,2342,669666.9382,2291347.391,matched (3),,,,,,,
20,miercoles,marzo,14:01 A 16:00,zapopan,TABACHINES AV,PASEO DE LOS TILOS,,CHOQUE,VIRAR  INDEBIDAMENTE,MOTOCICLETA,masculino,N.D,ITALIKA,ITALIKA,MOTO,2014,,,,,,,,4259,12748,2343,670601.6285,2293957.012,matched (3),,,,,,,
1,lunes,abril,08:01 A 10:00,zapopan,CENTRAL AV COL RESIDENCIAL PONIENTE,PASEO VALLE REAL BLV,,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,masculino,10 A 19,MERCEDES BENZ,MERCEDES-BENZ,GLE500,2017,,2,,,,,25,219,12968,2344,663422.935,2292103.63,matched (3),,,,,,,
1,lunes,abril,08:01 A 10:00,zapopan,PERIFERICO,LAURELES AV,,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,V.W.,VOLKSWAGEN,SEDAN,1987,,1,,,,,43,237,12986,2345,666224.2599,2294034.09,matched (3),,,,,,,
1,lunes,abril,08:01 A 10:00,zapopan,PERIFERICO,SIN DATOS,,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,70 Y MAS,FORD,FORD,TOPAZ,1994,,2,,,,,71,265,13014,2346,,,master only (1),,,,,,,
1,lunes,abril,08:01 A 10:00,zapopan,ACUEDUCTO AV ZAP,JESUS AV,,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,20 A 29,FORD,FORD,CAMIONETA,1996,,2,,,,,75,269,13018,2347,664053.6075,2293797.938,matched (3),,,,,,,
1,lunes,abril,10:01 A 12:00,zapopan,BASE AEREA MILITAR AV,PASEO SOLARES AV,,CHOQUE,SIN ELEMENTOS,SIN DATOS,N.D,N.D,SIN DATOS,N.D.,SIN DATOS,N.D.,,2,,,,,79,273,13022,2348,661067.7616,2292552.845,matched (3),,,,,,,
1,lunes,abril,08:01 A 10:00,zapopan,MANUEL AVILA CAMACHO AV,PATRIA AV,,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,CHEVROLET,CHEVROLET,CRUZE,2012,,2,,,,,83,277,13026,2349,669140.7732,2291212.007,matched (3),,,,,,,
1,lunes,abril,16:01 A 18:00,zapopan,PATRIA AV,PABLO NERUDA,,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,masculino,50 A 59,CHRYSLER,CHRYSLER,T. COUNTRY,2015,,2,,,,,112,306,13055,2350,665066.6479,2288829.961,matched (3),,,,,,,
1,lunes,abril,14:01 A 16:00,zapopan,DR JOSE SIMON DE URIAS,VENUSTIANO CARRANZA ZAP,,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,20 A 29,CHEVROLET,CHEVROLET,SEDAN,2014,,2,,,,,119,313,13062,2351,668603.6549,2293258.875,matched (3),,,,,,,
1,lunes,abril,18:01 A 20:00,zapopan,VALDEPEÑAS AV,COVADONGA,,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,50 A 59,FORD,FORD,SEDAN,2003,,2,,,,,121,315,13064,2352,666674.5562,2294550.687,matched (3),,,,,,,
1,lunes,abril,18:01 A 20:00,zapopan,CARRETERA A MORELIA,ANASTASIO BUSTAMANTE,,CHOQUE,SIN ELEMENTOS,TRAILER,masculino,20 A 29,KENWORTH,KENWORTH,TRACTOR,2001,,2,,,,,151,345,13094,2353,663482.3577,2279598.985,matched (3),,,,,,,
1,lunes,abril,10:01 A 12:00,zapopan,MARIANO OTERO AV,NICOLAS COPERNICO AV,,CHOQUE,SIN ELEMENTOS,TRANSPORTE PUBLICO,masculino,50 A 59,DAIMLER,CAMION,CONTROL D.,2015,,2,,,,,155,349,13098,2354,664017.2331,2282445.437,matched (3),,,,,,,
2,martes,abril,08:01 A 10:00,zapopan,CARRETERA A NOGALES,BASE AEREA MILITAR AV,,CHOQUE,SIN ELEMENTOS,TAXI,N.D,N.D,VW,VOLKSWAGEN,VENTO,2017,,2,,,,,208,402,13151,2355,660346.1171,2289929.616,matched (3),,,,,,,
3,miercoles,abril,22:01 A 24:00,zapopan,PERIFERICO,GUADALUPE AV,,CHOQUE,SIN ELEMENTOS,SIN DATOS,N.D,N.D,SIN DATOS,N.D.,SIN DATOS,N.D.,,2,,,,,433,623,13372,2356,661719.7525,2285146.397,matched (3),,,,,,,
4,jueves,abril,22:01 A 24:00,zapopan,PERIFERICO,NACIONES UNIDAS AV,,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,masculino,40 A 49,FORD,FORD,EXPLORER,2017,,2,,,,,574,760,13509,2357,661600.5951,2290107.456,matched (3),,,,,,,
4,jueves,abril,14:01 A 16:00,zapopan,GUADALUPE AV,MANUEL J CLOUTHIER,,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,30 A 39,CHEVROLET,CHEVROLET,CAVALIER,2000,,1,,,,,577,763,13512,2358,664469.4397,2285621.62,matched (3),,,,,,,
4,jueves,abril,20:01 A 22:00,zapopan,DEL VALLE AV,FEDERALISTAS AV COL JARDINES DEL VALLE,,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,NISSAN,NISSAN,TIIDA,2011,,2,,,,,591,773,13522,2359,663514.406,2294763.691,matched (3),,,,,,,
4,jueves,abril,20:01 A 22:00,zapopan,DEL VALLE AV,FEDERALISTAS AV COL JARDINES DEL VALLE,,CHOQUE,SIN ELEMENTOS,TAXI,masculino,30 A 39,NISSAN,NISSAN,TSURU,1990,N.D.,2,,,,,597,779,13528,2360,663518.1854,2294762.862,matched (3),,,,,,,
7,domingo,abril,16:01 A 18:00,zapopan,CARRETERA A TESISTAN,DR ANGEL LEAÑO AV,,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,NISSAN,NISSAN,SENTRA,1990,,2,,,herido,,848,1027,13776,2361,664914.1845,2295010.658,matched (3),,,,,,,
7,domingo,abril,04:01 A 06:00,zapopan,DE LAS AMERICAS AV,PATRIA AV,,CHOQUE,SIN ELEMENTOS,TAXI,masculino,60 A 69,NISSAN,NISSAN,SEDAN,1990,N.D.,1,,,,,892,1071,13820,2362,668676.4425,2291029.588,matched (3),,,,,,,
